event,description,latitude,longitude,event_url,start_date_time,end_date_time,image_logo,venue,address
TIM MCDONALD in the WHISKEY ROOM LIVE,"Tim McDonald in the Whiskey Room Live Saturday, April 14 2018 Show starts at 6:30 Special Guest.. TB..",35.954409,-86.814557,https://www.eventbrite.com/e/tim-mcdonald-in-the-whiskey-room-live-tickets-43223488618?aff=ebapi,2018-04-14T18:30:00,2018-04-14T22:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F40994473%2F243361177437%2F1%2Foriginal.jpg?h=200&w=450&rect=17%2C0%2C1950%2C975&s=f3fee353691af8f4e25c8f3a2e25d52a,Whiskey Room Live - Franklin,"1910 Galleria Boulevard, Franklin, TN 37067"
"Kid Koala | Satellite | April 14, 2018","OZ Arts welcomes back world-renowned scratch DJ, music producer and award-winning graphic novelist K..",36.179702,-86.891222,https://www.eventbrite.com/e/kid-koala-satellite-april-14-2018-tickets-43442786544?aff=ebapi,2018-04-14T20:00:00,2018-04-14T23:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41304308%2F79725947215%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C96%2C1150%2C575&s=0d8d360eda2fca6f191faab60144a0d9,OZ Arts Nashville,"6172 Cockrill Bend Circle, Nashville, TN 37209"
"Kid Koala | Satellite | April 15, 2018","OZ Arts welcomes back world-renowned scratch DJ, music producer and award-winning graphic novelist K..",36.179702,-86.891222,https://www.eventbrite.com/e/kid-koala-satellite-april-15-2018-tickets-43442905901?aff=ebapi,2018-04-15T14:00:00,2018-04-15T15:30:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41258379%2F79725947215%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C96%2C1150%2C575&s=b98890ce774ff6a3a8e76412d90689b3,OZ Arts Nashville,"6172 Cockrill Bend Circle, Nashville, TN 37209"
"Kid Koala | Satellite | April 13, 2018","OZ Arts welcomes back world-renowned scratch DJ, music producer and award-winning graphic novelist K..",36.179702,-86.891222,https://www.eventbrite.com/e/kid-koala-satellite-april-13-2018-tickets-42998981110?aff=ebapi,2018-04-13T20:00:00,2018-04-13T23:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41258281%2F79725947215%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C96%2C1150%2C575&s=3d9e377374f3e11aa984837e3a74dd21,OZ Arts Nashville,"6172 Cockrill Bend Circle, Nashville, TN 37209"
Goat Yoga by Shenanigoats with Lucy,COME SEE WHY GOAT YOGA WITH SHENANIGOATS WAS RATED THE #1 THING TO DO IN NASHVILLE BY THE TENNESSEAN..,36.263597,-86.756294,https://www.eventbrite.com/e/goat-yoga-by-shenanigoats-with-lucy-tickets-43320926056?aff=ebapi,2018-04-15T12:00:00,2018-04-15T13:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41109409%2F214771422311%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C345%2C1014%2C507&s=ba785341effad919f7e32f3a433fd353,Shenanigoats Yoga Studio,"1046 WESTCHESTER DRIVE, NASHVILLE, TN 37115"
Goat Yoga by Shenanigoats with Lucy,COME SEE WHY GOAT YOGA WITH SHENANIGOATS WAS RATED THE #1 THING TO DO IN NASHVILLE BY THE TENNESSEAN..,36.263597,-86.756294,https://www.eventbrite.com/e/goat-yoga-by-shenanigoats-with-lucy-tickets-43320965173?aff=ebapi,2018-04-15T13:30:00,2018-04-15T14:30:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41109483%2F214771422311%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C345%2C1014%2C507&s=58e371e0e416ce1242a54decc72f47a1,Shenanigoats Yoga Studio,"1046 WESTCHESTER DRIVE, NASHVILLE, TN 37115"
Saturdays at 9 Bar,"If you're looking for a sexy place to eat, lounge, and enjoy dope music with progressive people, loo..",36.0468245,-86.6652402,https://www.eventbrite.com/e/saturdays-at-9-bar-tickets-43413493929?aff=ebapi,2018-04-14T21:00:00,2018-04-15T02:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41479452%2F225581327645%2F1%2Foriginal.jpg?h=200&w=450&rect=96%2C0%2C1042%2C521&s=29befefdc28b441d862046abb015eaf5,9ine Bar/Lounge,"1141 Bell Road, Antioch, TN 37013"
Wine & Grind: Happy Hour Networking and Mixer,Start off every weekend right…join us on Fridays starting at 5pm for our weekly kick back and networ..,36.1738069,-86.7900909,https://www.eventbrite.com/e/wine-grind-happy-hour-networking-and-mixer-tickets-37898128322?aff=ebapi,2018-04-13T18:30:00,2018-04-13T23:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F35369435%2F226588443450%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C140%2C1274%2C637&s=c62760b86f5b64f12a7197dbe092be37,theLAB Nashville,"624 Jefferson Street, Nashville, TN 37208"
LOSIEL AT BEATSBARSLAUGHS,BEATS BARS LAUGHS is a complete comedy experience that showcases top of the line talent from near an..,36.0469017,-86.6652596,https://www.eventbrite.com/e/losiel-at-beatsbarslaughs-tickets-44064619463?aff=ebapi,2018-04-14T18:30:00,2018-04-14T21:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42310834%2F68127045297%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C272%2C2780%2C1390&s=426364e21834efdc572f0926a7f49490,9 Bar \ Lounge,"1141 Bell Road, Nashville, TN 37013"
The Set: Crush On You Edition (Dedication to Lil Kim),It's 2018!!! Did you miss us? The Set Series prepares another installment of it's bi-monthly event w..,36.1642942,-86.7794457,https://www.eventbrite.com/e/the-set-crush-on-you-edition-dedication-to-lil-kim-tickets-44069057738?aff=ebapi,2018-04-13T21:00:00,2018-04-14T02:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42038398%2F8241762297%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C51%2C1280%2C640&s=3c683365c4aa95a1ba843df2d62ec635,,"TBA , nashville, tn 37207"
[title of show],"Jeff and Hunter, two struggling writers, hear about a new musical theatre festival. However, the dea..",36.1476002,-86.8131837,https://www.eventbrite.com/e/title-of-show-tickets-44318607147?aff=ebapi,2018-04-13T19:00:00,2018-04-13T21:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42393991%2F249257930778%2F1%2Foriginal.jpg?h=200&w=450&rect=110%2C81%2C678%2C339&s=ccbeda0d0b8fddd82cdeff188e564dbc,Centennial Black Box Theatre,"211 27th Avenue North, Nashville, TN 37201"
Featured Artist Showcase,Join us at the Whiskey Room Live as we welcome some talented artists to our stage.Sit back and liste..,35.954409,-86.814557,https://www.eventbrite.com/e/featured-artist-showcase-tickets-44368300782?aff=ebapi,2018-04-12T19:00:00,2018-04-12T22:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42466426%2F243361177437%2F1%2Foriginal.jpg?h=200&w=450&rect=12%2C0%2C1386%2C693&s=0302bb721a6f3e50fa98d9c962563f37,Whiskey Room Live - Franklin,"1910 Galleria Boulevard, Franklin, TN 37067"
REVIVE: A Night of Worship,Come join us for our second annual worship night in the Curb Event Center at Belmont University. We ..,36.132314,-86.7945579,https://www.eventbrite.com/e/revive-a-night-of-worship-tickets-44276576432?aff=ebapi,2018-04-13T19:00:00,2018-04-13T20:30:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42339134%2F129547511881%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C39%2C1152%2C576&s=8b01352af6fcbaae6930648350754654,Curb Event Center,"2000 Belmont Boulevard, Nashville, TN 37212"
Poetry in Motion Celebration Day 2018,"Metro Arts, Nashville Metropolitan Transit Authority (MTA), and elected city officials invite you to..",36.166447,-86.7815176,https://www.eventbrite.com/e/poetry-in-motion-celebration-day-2018-tickets-44119571827?aff=ebapi,2018-04-16T16:00:00,2018-04-16T18:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42339134%2F129547511881%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C39%2C1152%2C576&s=8b01352af6fcbaae6930648350754654,Curb Event Center,"2000 Belmont Boulevard, Nashville, TN 37212"
#PLUGGEDIN NA$HVILLE WITH LIL QUILL & YUNG MAL | THOOD,PLUG$ APPAREL U$A & PLUG$ RECORDS Presents #PLUGGEDIN NA$HVILLE with Yung Mal | Lil Quill and THOOD ..,36.1718557,-86.673047,https://www.eventbrite.com/e/pluggedin-nahville-with-lil-quill-yung-mal-thood-tickets-44298689573?aff=ebapi,2018-04-13T20:00:00,2018-04-14T01:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42512200%2F249164652368%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C603%2C2800%2C1400&s=912e4acfc7dc510eb8c5c9ee41992f1b,DMG Studios of Nashville,"217 Shady Grove Road, Nashville, TN 37214"
Nashville Cherry Blossom Festival ,The Nashville Cherry Blossom Festival is a family-friendly celebration of spring and Japanese cultur..,36.1672616,-86.7784762,https://www.eventbrite.com/e/nashville-cherry-blossom-festival-tickets-39307265088?aff=ebapi,2018-04-14T09:45:00,2018-04-14T17:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F37072604%2F103932074249%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C494%2C5184%2C2592&s=91630b2dc4ac660ae9352efba194dfaf,Public Square Nashville,"1 Public Square, Nashville, TN 37201"
Guitar Build Workshop,Come join us for an eight hour workshop where we’ll teach you the art of guitar building. Our staff ..,36.1819879,-86.790364,https://www.eventbrite.com/e/guitar-build-workshop-tickets-40907367036?aff=ebapi,2018-04-14T09:00:00,2018-04-14T17:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F32204738%2F190484323414%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C0%2C2160%2C1080&s=ff42502050cb1d6837f0cc26ab174db1,Guitar Build Workshop,"1606 4th Avenue North, Nashville, TN 37208"
2018 Nashville Wine and Food Festival,"Corkdorks Wine, Spirits, Beer will present the 5th Annual Nashville Wine and Food Festival this year..",36.1708677,-86.7874849,https://www.eventbrite.com/e/2018-nashville-wine-and-food-festival-tickets-42908502486?aff=ebapi,2018-04-14T12:00:00,2018-04-14T16:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F40557563%2F180158125495%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C0%2C2048%2C1024&s=46e7ccb8a3f2bafe3c6dc5aab35c395e,Bicentennial Capitol Mall State Park,"600 James Robertson Parkway, Nashville, TN 37243"
HOW NOT TO SUCK (When Performing Your Songs),"*4 Wednesday evenings 7 - 9 pm April 4, 11, 18, 25 *To register, select April 4 and you will be sign..",36.082088,-86.747101,https://www.eventbrite.com/e/how-not-to-suck-when-performing-your-songs-tickets-42805356975?aff=ebapi,2018-04-11T19:00:00,2018-04-11T21:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F40432954%2F71470240989%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C3%2C2476%2C1238&s=d6326b7ed692a0452127ceb923481673,Bobby's Studio,"557 Elaine Drive, Nashville, TN 37211"
Conversation with Hanif Abdurraqib,"Join us at Jeni’s East Nashville for an intimate conversation with Columbus author Hanif Abdurraqib,..",36.1825,-86.7356,https://www.eventbrite.com/e/conversation-with-hanif-abdurraqib-tickets-44241000022?aff=ebapi,2018-04-16T17:30:00,2018-04-16T18:30:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42292092%2F222256826908%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C414%2C1536%2C768&s=ab996d04cdb7f0aaceb43b6ed9493830,Jeni's East Nashville,"1892 Eastland Ave, Nashville, TN 37206"
Hot Chick'N & Art Show ,Tri Group Presents: The Cultures Moving Underground Art Show featuring: -50+ Emerging Artists-Live B..,36.2493644,-86.7383377,https://www.eventbrite.com/e/hot-chickn-art-show-tickets-37506999445?aff=ebapi,2018-04-14T18:00:00,2018-04-14T23:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F39400446%2F224876138636%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C37%2C1934%2C967&s=576ddda8e338131c8f04730cb9f3372f,Golden Rule Event Center,"509 Lentz Dr , Madison, Tn 37115"
Songs and Melodies,"Artist Olga Alexeeva writes, ""You are invited to visit my expressions on canvas and share my joy of ..",36.1640511,-86.796388,https://www.eventbrite.com/e/songs-and-melodies-tickets-43755391554?aff=ebapi,2018-04-12T18:00:00,2018-04-12T19:30:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41643075%2F67987887967%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C105%2C1152%2C576&s=db97117d97c97835038c6ae471a93ac4,"""O"" Gallery","1305 Clinton Street Suite 120, Nashville, TN 37203"
I Love the 90's Bash - Nashville,"Alright stop, collaborate and listen!! The I Love the 90's Bash is coming to Nashville Saturday Apri..",36.1495749,-86.7968607,https://www.eventbrite.com/e/i-love-the-90s-bash-nashville-tickets-42230123436?aff=ebapi,2018-04-14T14:00:00,2018-04-14T22:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41247928%2F196166371264%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C51%2C1800%2C900&s=ec4475d2cae4b2cfe2c8e2858c8fe6c1,Nashville Area Bars,"1913 Division Street, Nashville, TN 37203"
Moonlight Social EP Release Show,Let's party.We're beyond excited to finally put our new 'Make You Smile' EP out to the world! And fo..,36.1745543,-86.7617849,https://www.eventbrite.com/e/moonlight-social-ep-release-show-tickets-44241214664?aff=ebapi,2018-04-12T19:00:00,2018-04-12T22:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42292451%2F248894880089%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C0%2C2160%2C1080&s=9ad205578ea3f82368f8b1292d60c2a4,H.O.M.E.,"615 Main Street, Nashville, TN 37206"
Goat Yoga by Shenanigoats with Lucy,COME SEE WHY GOAT YOGA WITH SHENANIGOATS WAS RATED THE #1 THING TO DO IN NASHVILLE BY THE TENNESSEAN..,36.263597,-86.756294,https://www.eventbrite.com/e/goat-yoga-by-shenanigoats-with-lucy-tickets-42241244700?aff=ebapi,2018-04-13T11:00:00,2018-04-13T12:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F39679042%2F214771422311%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C319%2C1014%2C507&s=aa11fbc6871c001f407b079dbf0a0404,Shenanigoats Yoga Studio,"1046 WESTCHESTER DRIVE, NASHVILLE, TN 37115"
DREAM BIG Spring Scholarship Bash,"eMpowerment Inc. presents the Dream Big Spring Scholarship Bash filled with good food, good music an..",36.0248904,-86.7119262,https://www.eventbrite.com/e/dream-big-spring-scholarship-bash-tickets-43328644141?aff=ebapi,2018-04-14T18:00:00,2018-04-14T22:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41117448%2F58991664151%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C200%2C1080%2C540&s=0a52cb9469edf996659726b8e9c49525,Peacock Ballroom,"6900 Lenox Village Drive, Nashville, TN"
Steve Hobbs,"Rudy's Jazz Room is proud to welcome vibraphonist Steve Hobbs, one of the leading jazz vibraphonists..",36.15185,-86.779864,https://www.eventbrite.com/e/steve-hobbs-tickets-44275557384?aff=ebapi,2018-04-15T18:00:00,2018-04-15T20:30:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F42337685%2F220945843818%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C37%2C584%2C292&s=f7ced4ade9576b8528be7354d08bf8cb,Rudy's Jazz Room,"809 Gleaves Street, Nashville, TN 37203"
NCT Opening Night Educator Events 2017-18,Please be our guest for a special Opening Night Educator Event at NCT! Tickets to the performance ar..,36.1549538,-86.7691796,https://www.eventbrite.com/e/nct-opening-night-educator-events-2017-18-tickets-33599391685?aff=ebapi,2018-04-12T17:00:00,2018-04-12T20:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F30266558%2F5096429014%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C0%2C2160%2C1080&s=3d88a15af57c1bede457f0ac92ddd746,Nashville Children's Theatre,"25 Middleton St, Nashville, TN 37210"
Develop a Successful Holographic & Augmented Reality Startup Today! Nashville,Learn to Develop a Successful Holographic & Augmented Reality Startup Company Today! Always wanted t..,36.1626638,-86.7816016,https://www.eventbrite.com/e/develop-a-successful-holographic-augmented-reality-startup-today-nashville-tickets-43526983379?aff=ebapi,2018-04-12T13:00:00,2018-04-12T17:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41365431%2F233567016891%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C25%2C800%2C400&s=fc796df4b65db2864f1d5d0d5db8c156,Nashville Holographic & Augmented Reality Startup Conference,"Nashville, Nashville"
Develop a Successful Virtual Reality Startup Today! Nashville,Learn to Develop a Successful Virtual Reality Startup Company Today! Always wanted to start an tech ..,36.1626638,-86.7816016,https://www.eventbrite.com/e/develop-a-successful-virtual-reality-startup-today-nashville-tickets-43590562546?aff=ebapi,2018-04-12T13:00:00,2018-04-12T17:00:00,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F41447521%2F233567016891%2F1%2Foriginal.jpg?h=200&w=450&rect=0%2C20%2C620%2C310&s=607a7ad0e55ed10d9d30e1422e6687c0,Nashville VR Startup Conference,"Nashville, Nashville"
